author;publication_count;latest_year;main_affiliation;topics;profile_text
Fengwei Xie;3;2024;University of Warwick;starch-based materials;Fengwei Xie is a researcher affiliated with University of Warwick. They have 3 publication(s) in this database, with the most recent work from 2024. Their research topics include: starch-based materials.
Aakanchha Jain;2;2019;Swami Ramanand Teerth Rural Medical College;biodegradable polymers;Aakanchha Jain is a researcher affiliated with Swami Ramanand Teerth Rural Medical College. They have 2 publication(s) in this database, with the most recent work from 2019. Their research topics include: biodegradable polymers.
Sourabh Jain;2;2019;Swami Ramanand Teerth Rural Medical College;biodegradable polymers;Sourabh Jain is a researcher affiliated with Swami Ramanand Teerth Rural Medical College. They have 2 publication(s) in this database, with the most recent work from 2019. Their research topics include: biodegradable polymers.
Fan Zhang;2;2021;North Carolina State University;biodegradable polymers, starch-based materials;Fan Zhang is a researcher affiliated with North Carolina State University. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: biodegradable polymers, starch-based materials.
Md. Nazmul Hasan;2;2021;University of Dhaka;biodegradable polymers;Md. Nazmul Hasan is a researcher affiliated with University of Dhaka. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: biodegradable polymers.
Md. Shad Salman;2;2021;University of Dhaka;biodegradable polymers;Md. Shad Salman is a researcher affiliated with University of Dhaka. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: biodegradable polymers.
Gustavo Cabrera‐Barjas;2;2022;University of Concepción;starch-based materials;Gustavo Cabrera‐Barjas is a researcher affiliated with University of Concepción. They have 2 publication(s) in this database, with the most recent work from 2022. Their research topics include: starch-based materials.
Tianyu Jiang;2;2021;South China University of Technology;starch-based materials;Tianyu Jiang is a researcher affiliated with South China University of Technology. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: starch-based materials.
Qingfei Duan;2;2021;South China University of Technology;starch-based materials;Qingfei Duan is a researcher affiliated with South China University of Technology. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: starch-based materials.
Jian Zhu;2;2021;South China University of Technology;starch-based materials;Jian Zhu is a researcher affiliated with South China University of Technology. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: starch-based materials.
Hongsheng Liu;2;2021;Innovation Team (China);starch-based materials;Hongsheng Liu is a researcher affiliated with Innovation Team (China). They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: starch-based materials.
Long Yu;2;2021;South China University of Technology;starch-based materials;Long Yu is a researcher affiliated with South China University of Technology. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: starch-based materials.
Long Chen;2;2021;Jiangnan University;starch-based materials;Long Chen is a researcher affiliated with Jiangnan University. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: starch-based materials.
Zhengyu Jin;2;2021;Jiangnan University;starch-based materials;Zhengyu Jin is a researcher affiliated with Jiangnan University. They have 2 publication(s) in this database, with the most recent work from 2021. Their research topics include: starch-based materials.
Chenwei Li;1;2019;Qingdao University;polymer foams;Chenwei Li is a researcher affiliated with Qingdao University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Degang Jiang;1;2019;Qingdao University;polymer foams;Degang Jiang is a researcher affiliated with Qingdao University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Bingbing Huo;1;2019;Qingdao University;polymer foams;Bingbing Huo is a researcher affiliated with Qingdao University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Meichun Ding;1;2019;Qingdao University of Science and Technology;polymer foams;Meichun Ding is a researcher affiliated with Qingdao University of Science and Technology. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Congcong Huang;1;2019;Beijing National Laboratory for Molecular Sciences;polymer foams;Congcong Huang is a researcher affiliated with Beijing National Laboratory for Molecular Sciences. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Dedong Jia;1;2019;Qingdao University;polymer foams;Dedong Jia is a researcher affiliated with Qingdao University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Haoxiang Li;1;2019;Qingdao University;polymer foams;Haoxiang Li is a researcher affiliated with Qingdao University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Chenyang Liu;1;2019;Chinese Academy of Sciences;polymer foams;Chenyang Liu is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Jingquan Liu;1;2019;Qingdao University;polymer foams;Jingquan Liu is a researcher affiliated with Qingdao University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Claas Willem Visser;1;2019;Harvard University;polymer foams;Claas Willem Visser is a researcher affiliated with Harvard University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Dahlia N. Amato;1;2019;Harvard University;polymer foams;Dahlia N. Amato is a researcher affiliated with Harvard University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
J. Howard Mueller;1;2019;Harvard University;polymer foams;J. Howard Mueller is a researcher affiliated with Harvard University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Jennifer A. Lewis;1;2019;Harvard University;polymer foams;Jennifer A. Lewis is a researcher affiliated with Harvard University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Benoît Furet;1;2019;Centre National de la Recherche Scientifique;polymer foams;Benoît Furet is a researcher affiliated with Centre National de la Recherche Scientifique. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Philippe Poullain;1;2019;Centre National de la Recherche Scientifique;polymer foams;Philippe Poullain is a researcher affiliated with Centre National de la Recherche Scientifique. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Sébastien Garnier;1;2019;Centre National de la Recherche Scientifique;polymer foams;Sébastien Garnier is a researcher affiliated with Centre National de la Recherche Scientifique. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Foad Rahimidehgolan;1;2023;University of Windsor;polymer foams;Foad Rahimidehgolan is a researcher affiliated with University of Windsor. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
William Altenhof;1;2023;University of Windsor;polymer foams;William Altenhof is a researcher affiliated with University of Windsor. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Gaojian Wu;1;2021;Beijing University of Chemical Technology;polymer foams;Gaojian Wu is a researcher affiliated with Beijing University of Chemical Technology. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Pengcheng Xie;1;2021;Beijing University of Chemical Technology;polymer foams;Pengcheng Xie is a researcher affiliated with Beijing University of Chemical Technology. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Huaguang Yang;1;2021;University of Wisconsin–Madison;polymer foams;Huaguang Yang is a researcher affiliated with University of Wisconsin–Madison. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Kaifang Dang;1;2021;Beijing University of Chemical Technology;polymer foams;Kaifang Dang is a researcher affiliated with Beijing University of Chemical Technology. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Yuxuan Xu;1;2021;Beijing University of Chemical Technology;polymer foams;Yuxuan Xu is a researcher affiliated with Beijing University of Chemical Technology. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Mohini Sain;1;2021;University of Toronto;polymer foams;Mohini Sain is a researcher affiliated with University of Toronto. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Lih‐Sheng Turng;1;2021;University of Wisconsin–Madison;polymer foams;Lih‐Sheng Turng is a researcher affiliated with University of Wisconsin–Madison. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Weimin Yang;1;2021;Beijing University of Chemical Technology;polymer foams;Weimin Yang is a researcher affiliated with Beijing University of Chemical Technology. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Márton Tomin;1;2021;Budapest University of Technology and Economics;polymer foams;Márton Tomin is a researcher affiliated with Budapest University of Technology and Economics. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Ákos Kmetty;1;2021;Budapest University of Technology and Economics;polymer foams;Ákos Kmetty is a researcher affiliated with Budapest University of Technology and Economics. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Mickaël Pruvost;1;2019;Centre National de la Recherche Scientifique;polymer foams;Mickaël Pruvost is a researcher affiliated with Centre National de la Recherche Scientifique. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Wilbert J. Smit;1;2019;Centre National de la Recherche Scientifique;polymer foams;Wilbert J. Smit is a researcher affiliated with Centre National de la Recherche Scientifique. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Cécile Monteux;1;2019;Centre National de la Recherche Scientifique;polymer foams;Cécile Monteux is a researcher affiliated with Centre National de la Recherche Scientifique. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Philippe Poulin;1;2019;Centre National de la Recherche Scientifique;polymer foams;Philippe Poulin is a researcher affiliated with Centre National de la Recherche Scientifique. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Annie Colin;1;2019;Centre National de la Recherche Scientifique;polymer foams;Annie Colin is a researcher affiliated with Centre National de la Recherche Scientifique. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Mengyao Dong;1;2023;Zhejiang Industry Polytechnic College;polymer foams;Mengyao Dong is a researcher affiliated with Zhejiang Industry Polytechnic College. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Gang Wang;1;2023;Zhejiang Industry Polytechnic College;polymer foams;Gang Wang is a researcher affiliated with Zhejiang Industry Polytechnic College. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Xiangning Zhang;1;2023;Zhejiang Industry Polytechnic College;polymer foams;Xiangning Zhang is a researcher affiliated with Zhejiang Industry Polytechnic College. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Daqing Tan;1;2023;Zhejiang Industry Polytechnic College;polymer foams;Daqing Tan is a researcher affiliated with Zhejiang Industry Polytechnic College. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Jaya Prasanna Kumar D;1;2023;;polymer foams;Jaya Prasanna Kumar D is a researcher affiliated with unknown affiliation. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Juanna Ren;1;2023;Taiyuan University of Science and Technology;polymer foams;Juanna Ren is a researcher affiliated with Taiyuan University of Science and Technology. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Henry A. Colorado;1;2023;Universidad de Antioquia;polymer foams;Henry A. Colorado is a researcher affiliated with Universidad de Antioquia. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Hua Hou;1;2023;Taiyuan University of Science and Technology;polymer foams;Hua Hou is a researcher affiliated with Taiyuan University of Science and Technology. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Zhexenbek Toktarbay;1;2023;Satbayev University;polymer foams;Zhexenbek Toktarbay is a researcher affiliated with Satbayev University. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Zhanhu Guo;1;2023;Northumbria University;polymer foams;Zhanhu Guo is a researcher affiliated with Northumbria University. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Fan‐Long Jin;1;2019;Jilin University of Chemical Technology;polymer foams;Fan‐Long Jin is a researcher affiliated with Jilin University of Chemical Technology. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Miao Zhao;1;2019;Jilin University of Chemical Technology;polymer foams;Miao Zhao is a researcher affiliated with Jilin University of Chemical Technology. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Mi‐Ra Park;1;2019;Jeonbuk National University;polymer foams;Mi‐Ra Park is a researcher affiliated with Jeonbuk National University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Soo‐Jin Park;1;2019;Inha University;polymer foams;Soo‐Jin Park is a researcher affiliated with Inha University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Rezgar Hasanzadeh;1;2023;Urmia University;polymer foams;Rezgar Hasanzadeh is a researcher affiliated with Urmia University. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Taher Azdast;1;2023;Urmia University;polymer foams;Taher Azdast is a researcher affiliated with Urmia University. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Patrick Lee;1;2023;University of Toronto;polymer foams;Patrick Lee is a researcher affiliated with University of Toronto. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Chul B. Park;1;2023;University of Toronto;polymer foams;Chul B. Park is a researcher affiliated with University of Toronto. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Liviu Marșavina;1;2020;Polytechnic University of Timişoara;polymer foams;Liviu Marșavina is a researcher affiliated with Polytechnic University of Timişoara. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Emanoil Linul;1;2020;Polytechnic University of Timişoara;polymer foams;Emanoil Linul is a researcher affiliated with Polytechnic University of Timişoara. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Supitta Suethao;1;2020;Kasetsart University;polymer foams;Supitta Suethao is a researcher affiliated with Kasetsart University. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Darshil U. Shah;1;2020;University of Cambridge;polymer foams;Darshil U. Shah is a researcher affiliated with University of Cambridge. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Wirasak Smitthipong;1;2020;Kasetsart University;polymer foams;Wirasak Smitthipong is a researcher affiliated with Kasetsart University. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Jingxian He;1;2020;Lanzhou University of Technology;polymer foams;Jingxian He is a researcher affiliated with Lanzhou University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Zheng Zhang;1;2020;Lanzhou University of Technology;polymer foams;Zheng Zhang is a researcher affiliated with Lanzhou University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Chaohu Xiao;1;2020;Lanzhou University of Technology;polymer foams;Chaohu Xiao is a researcher affiliated with Lanzhou University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Fang Liu;1;2020;Lanzhou University of Technology;polymer foams;Fang Liu is a researcher affiliated with Lanzhou University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Hanxue Sun;1;2020;Lanzhou University of Technology;polymer foams;Hanxue Sun is a researcher affiliated with Lanzhou University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Zhaoqi Zhu;1;2020;Lanzhou University of Technology;polymer foams;Zhaoqi Zhu is a researcher affiliated with Lanzhou University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Weidong Liang;1;2020;Lanzhou University of Technology;polymer foams;Weidong Liang is a researcher affiliated with Lanzhou University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
An Li;1;2020;Lanzhou University of Technology;polymer foams;An Li is a researcher affiliated with Lanzhou University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Isadora Ruas Henriques;1;2020;Conservatoire National des Arts et Métiers;polymer foams;Isadora Ruas Henriques is a researcher affiliated with Conservatoire National des Arts et Métiers. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Lucie Rouleau;1;2020;Conservatoire National des Arts et Métiers;polymer foams;Lucie Rouleau is a researcher affiliated with Conservatoire National des Arts et Métiers. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Daniel A. Castello;1;2020;Universidade Federal do Rio de Janeiro;polymer foams;Daniel A. Castello is a researcher affiliated with Universidade Federal do Rio de Janeiro. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Lavinia Borges;1;2020;Universidade Federal do Rio de Janeiro;polymer foams;Lavinia Borges is a researcher affiliated with Universidade Federal do Rio de Janeiro. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Jean‐François Deü;1;2020;;polymer foams;Jean‐François Deü is a researcher affiliated with unknown affiliation. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Nihar N. Sakhadeo;1;2022;Defence Institute of Advanced Technology;polymer foams;Nihar N. Sakhadeo is a researcher affiliated with Defence Institute of Advanced Technology. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
T. Umasankar Patro;1;2022;Defence Institute of Advanced Technology;polymer foams;T. Umasankar Patro is a researcher affiliated with Defence Institute of Advanced Technology. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Varsha D. Phadtare;1;2019;Yonsei University;polymer foams;Varsha D. Phadtare is a researcher affiliated with Yonsei University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Vinayak G. Parale;1;2019;Yonsei University;polymer foams;Vinayak G. Parale is a researcher affiliated with Yonsei University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Kyu-Yeon Lee;1;2019;Yonsei University;polymer foams;Kyu-Yeon Lee is a researcher affiliated with Yonsei University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Taehee Kim;1;2019;Yonsei University;polymer foams;Taehee Kim is a researcher affiliated with Yonsei University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Vijaya Puri;1;2019;Shivaji University;polymer foams;Vijaya Puri is a researcher affiliated with Shivaji University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Hyung‐Ho Park;1;2019;Yonsei University;polymer foams;Hyung‐Ho Park is a researcher affiliated with Yonsei University. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Si‐Yuan Liao;1;2022;Chinese Academy of Sciences;polymer foams;Si‐Yuan Liao is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Gang Li;1;2022;Chinese Academy of Sciences;polymer foams;Gang Li is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Xiaoyun Wang;1;2022;Chinese Academy of Sciences;polymer foams;Xiaoyun Wang is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Yan‐Jun Wan;1;2022;Chinese Academy of Sciences;polymer foams;Yan‐Jun Wan is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Pengli Zhu;1;2022;Chinese Academy of Sciences;polymer foams;Pengli Zhu is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Yougen Hu;1;2022;Chinese Academy of Sciences;polymer foams;Yougen Hu is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Tao Zhao;1;2022;Chinese Academy of Sciences;polymer foams;Tao Zhao is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Rong Sun;1;2022;Chinese Academy of Sciences;polymer foams;Rong Sun is a researcher affiliated with Chinese Academy of Sciences. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Ching‐Ping Wong;1;2022;Georgia Institute of Technology;polymer foams;Ching‐Ping Wong is a researcher affiliated with Georgia Institute of Technology. They have 1 publication(s) in this database, with the most recent work from 2022. Their research topics include: polymer foams.
Dana M. Dattelbaum;1;2019;Los Alamos National Laboratory;polymer foams;Dana M. Dattelbaum is a researcher affiliated with Los Alamos National Laboratory. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Joshua D. Coe;1;2019;Los Alamos National Laboratory;polymer foams;Joshua D. Coe is a researcher affiliated with Los Alamos National Laboratory. They have 1 publication(s) in this database, with the most recent work from 2019. Their research topics include: polymer foams.
Yanpei Fei;1;2020;Zhejiang University of Technology;polymer foams;Yanpei Fei is a researcher affiliated with Zhejiang University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Feng Chen;1;2020;Zhejiang University of Technology;polymer foams;Feng Chen is a researcher affiliated with Zhejiang University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Wei Fang;1;2020;Zhejiang University of Technology;polymer foams;Wei Fang is a researcher affiliated with Zhejiang University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Lixin Xu;1;2020;Zhejiang University of Technology;polymer foams;Lixin Xu is a researcher affiliated with Zhejiang University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Shilun Ruan;1;2020;Dalian University of Technology;polymer foams;Shilun Ruan is a researcher affiliated with Dalian University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Xianhu Liu;1;2020;Zhengzhou University;polymer foams;Xianhu Liu is a researcher affiliated with Zhengzhou University. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Mingqiang Zhong;1;2020;Zhejiang University of Technology;polymer foams;Mingqiang Zhong is a researcher affiliated with Zhejiang University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Tairong Kuang;1;2020;Zhejiang University of Technology;polymer foams;Tairong Kuang is a researcher affiliated with Zhejiang University of Technology. They have 1 publication(s) in this database, with the most recent work from 2020. Their research topics include: polymer foams.
Henry T. Beaman;1;2021;Syracuse University;polymer foams;Henry T. Beaman is a researcher affiliated with Syracuse University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Ellen Shepherd;1;2021;Syracuse University;polymer foams;Ellen Shepherd is a researcher affiliated with Syracuse University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Joshua Satalin;1;2021;SUNY Upstate Medical University;polymer foams;Joshua Satalin is a researcher affiliated with SUNY Upstate Medical University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Sarah J. Blair;1;2021;SUNY Upstate Medical University;polymer foams;Sarah J. Blair is a researcher affiliated with SUNY Upstate Medical University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Harry Ramcharran;1;2021;SUNY Upstate Medical University;polymer foams;Harry Ramcharran is a researcher affiliated with SUNY Upstate Medical University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Serenella Serinelli;1;2021;SUNY Upstate Medical University;polymer foams;Serenella Serinelli is a researcher affiliated with SUNY Upstate Medical University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Lorenzo Gitto;1;2021;SUNY Upstate Medical University;polymer foams;Lorenzo Gitto is a researcher affiliated with SUNY Upstate Medical University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Katheryn Shi Dong;1;2021;Syracuse University;polymer foams;Katheryn Shi Dong is a researcher affiliated with Syracuse University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
David Anthony Fikhman;1;2021;Syracuse University;polymer foams;David Anthony Fikhman is a researcher affiliated with Syracuse University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Gary F. Nieman;1;2021;SUNY Upstate Medical University;polymer foams;Gary F. Nieman is a researcher affiliated with SUNY Upstate Medical University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Steven G Schauer;1;2021;United States Army Institute of Surgical Research;polymer foams;Steven G Schauer is a researcher affiliated with United States Army Institute of Surgical Research. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Mary Beth Browning Monroe;1;2021;Syracuse University;polymer foams;Mary Beth Browning Monroe is a researcher affiliated with Syracuse University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Felipe M. de Souza;1;2023;Pittsburg State University;polymer foams;Felipe M. de Souza is a researcher affiliated with Pittsburg State University. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Yash Desai;1;2023;Pittsburg State University;polymer foams;Yash Desai is a researcher affiliated with Pittsburg State University. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Ram K. Gupta;1;2023;Pittsburg State University;polymer foams;Ram K. Gupta is a researcher affiliated with Pittsburg State University. They have 1 publication(s) in this database, with the most recent work from 2023. Their research topics include: polymer foams.
Zhewen Ma;1;2021;Zhejiang A & F University;polymer foams;Zhewen Ma is a researcher affiliated with Zhejiang A & F University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Xiaochen Liu;1;2021;Henan Normal University;polymer foams;Xiaochen Liu is a researcher affiliated with Henan Normal University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Xiaodong Xu;1;2021;Zhejiang A & F University;polymer foams;Xiaodong Xu is a researcher affiliated with Zhejiang A & F University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Lei Liu;1;2021;Zhejiang A & F University;polymer foams;Lei Liu is a researcher affiliated with Zhejiang A & F University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Bin Yu;1;2021;University of Science and Technology of China;polymer foams;Bin Yu is a researcher affiliated with University of Science and Technology of China. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Cristián Maluk;1;2021;The University of Queensland;polymer foams;Cristián Maluk is a researcher affiliated with The University of Queensland. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Guobo Huang;1;2021;Taizhou University;polymer foams;Guobo Huang is a researcher affiliated with Taizhou University. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Hao Wang;1;2021;University of Southern Queensland;polymer foams;Hao Wang is a researcher affiliated with University of Southern Queensland. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Pingan Song;1;2021;University of Southern Queensland;polymer foams;Pingan Song is a researcher affiliated with University of Southern Queensland. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Huan Jiang;1;2021;University of Louisville;polymer foams;Huan Jiang is a researcher affiliated with University of Louisville. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Aaron Coomes;1;2021;University of Louisville;polymer foams;Aaron Coomes is a researcher affiliated with University of Louisville. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Zhennan Zhang;1;2021;University of Louisville;polymer foams;Zhennan Zhang is a researcher affiliated with University of Louisville. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Hannah Ziegler;1;2021;University of Louisville;polymer foams;Hannah Ziegler is a researcher affiliated with University of Louisville. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
Yanyu Chen;1;2021;University of Louisville;polymer foams;Yanyu Chen is a researcher affiliated with University of Louisville. They have 1 publication(s) in this database, with the most recent work from 2021. Their research topics include: polymer foams.
